ra,dec,name,type,peak
243.2368373,54.2685048,SWIRE J161256.87+541607.0_A,Gauss,1691.69
241.8472085,85.0308229,S5 1616+851_AR2X,Gauss,237.29
251.2060372,-13.0354545,PGC 3082686_AR,Gauss,58.03
254.7520559,32.621662,PGC 3096523_ARX,Gauss,514.84
255.2595831,34.0668814,1ES 1659+341_ARX,Gauss,848.28
259.1974739,31.0675625,SDSS J171647.40+310403.0_ARX,Gauss,994.26
252.4270522,38.3193594,SDSS J164942.43+381909.7_A,Gauss,1128.59
252.4744065,40.2809933,SDSS J164953.85+401651.3_A,Gauss,790.61
254.0629806,41.3911024,SDSS J165615.09+412328.9_A,Gauss,476.64
258.1842138,41.1323732,SDSS J171244.21+410756.6_A,Gauss,499.64
260.5079829,43.2567206,RXS J17220+4315_ARX,Gauss,860.99
254.3291988,48.4888767,SDSS J165719.01+482919.7_A,Gauss,1057.27
252.2974275,49.4108159,SDSS J164911.48+492438.9_AR,Gauss,1874.63
258.6782135,26.0468337,2MASS J17147+2602_AX,Gauss,446.84
125.8594477,-4.9151377,NGC 2585_ARX,Gauss,145.64
127.7939666,-1.9925172,SDSS J083110.55-015932.8_A,Gauss,1044.83
130.0137352,4.1680438,SDSS J084003.36+041005.6_A,Gauss,54.55
129.6260075,3.9531618,SDSS J083830.24+035711.0_A,Gauss,290.85
129.5708758,20.4680561,SDSS J083817.01+202804.9_AX,Gauss,202.97
129.7204616,26.6891804,SDSS J083852.91+264120.9_AX,Gauss,1309.67
129.5416358,55.6765874,SDSS J083809.99+554035.8_AR,Gauss,1208.87
220.0166096,6.3268683,SDSS J144003.98+061936.5_AX,Gauss,826.42
219.4619921,25.5470238,SDSS J143750.89+253249.1_A,Gauss,620.74
222.7888481,29.440663,PGC 1866370_AX,Gauss,677.49
221.7948333,43.7512983,SDSS J144710.77+434504.2_AR2,Gauss,426.21
225.689041,40.9103776,SDSS J150245.36+405437.2_AR,Gauss,1653.26
225.1926988,26.1570731,SDSS J150046.25+260925.3_A,Gauss,623.4
220.0220205,33.3289613,SDSS J144005.30+331944.5_AR,Gauss,562.09
218.7771389,1.1274281,DESI 39627818597876215_A,Gauss,1258.48
216.9434139,29.5106698,SDSS J142746.39+293038.2_ARX,Gauss,397.73
218.8308686,36.7363331,SDSS J143519.46+364410.8_AX,Gauss,712.83
215.7227742,47.5478827,2MASX J14225349+4732521_AR,Gauss,1230.57
216.982486,46.7071951,SDSS J142755.80+464225.6_AR,Gauss,1004.33
218.7929613,49.8054515,CSO 670_ARX,Gauss,925.76
215.8811744,56.9994326,SDSS J142331.46+565958.0_AR,Gauss,1055.7
206.2769149,-27.0946843,2MASS J13450643-2705409_AX,Gauss,973.75
206.5924211,-3.4183015,MCG 0-35-020_ARX,Gauss,115.58
208.1859644,-0.2572694,PGC 1147894_A,Gauss,1227.98
206.0589661,0.2784172,1AXG J134412+0016_AR2X,Gauss,382.05
203.2219535,2.0127625,3C 287.1_AR2X,Gauss,1015.41
202.397662,22.2696479,SDSS J132935.42+221610.4_A,Gauss,1179.61
207.177945,21.4508405,SDSS J134842.71+212703.1_A,Gauss,1760.43
202.6680291,38.5261481,SDSS J133040.32+383133.9_AR,Gauss,1926.31
204.0656028,42.0907479,SDSS J133615.72+420526.9_A,Gauss,1358.56
205.6631859,37.4323692,SDSS J134239.18+372556.2_A,Gauss,1818.01
206.4931733,45.4329777,SDSS J134558.53+452558.8_AR,Gauss,1918.98
205.8750801,51.0344755,PGC 2387196_AR,Gauss,1480.93
204.7216697,52.0716605,SDSS J133853.23+520418.2_A,Gauss,1781.35
203.6562133,56.5299731,RXS J13346+5631_AR2X,Gauss,624.71
202.0481854,62.4619574,SDSS J132811.58+622743.1_AR,Gauss,144.86
206.5321493,33.3696918,NPM 1G+33.0290_AR,Gauss,756.22
213.4200134,32.1552956,SDSS J141340.80+320918.9_AR,Gauss,691.95
213.8590089,52.1905815,DEEP J141526.12+521126.2_A,Gauss,268.93
165.268984,-1.130111,J110104.56-010748.4,Gauss,876.96
195.194199,16.796655,J130046.44_164748.8,Gauss,1811.57
204.573755,34.538234,J133817.70_343217.59,Gauss,1019.62
272.506952,31.74788,J181001.67_314452.40,Gauss,667.42
162.761633,52.847199,J105102.78_525049.8,Gauss,455.89
200.030464,7.641737,J132007.31_073830.2,Gauss,50.32
163.063678,34.845897,J105215.28_345045.0,Gauss,138.08
49.25225,15.426279,J031700.54_152534.55,Gauss,347.24
221.904351,33.335135,J144737.04_332006.4,Gauss,1676.01
134.337654,36.645689,J085721.04_363844.4,Gauss,489.8
170.947018,2.373501,J112347.29_022224.6,Gauss,431.72
3.22267,5.051741,J001253.44_050306.2,Gauss,165.65
10.999445,31.622312,J004359.86_313720.2,Gauss,357.13
147.077398,16.670387,J094818.57_164013.32,Gauss,99.83
230.44276,18.998935,J152146.26_185956.2,Gauss,1526.0
163.898894,36.884149,J105535.74_365302.9,Gauss,1001.2
148.595002,7.04338,J095422.80_070236.07,Gauss,968.29
15.968601,0.627743,J010352.46_003739.7,Gauss,1737.49
0.510944,8.941257,J000202.63_085628.4,Gauss,1459.13
161.061656,36.750871,J104414.79_364503.0,Gauss,1141.35
335.390866,-2.693753,J222133.81-024137.56,Gauss,103.47
213.549815,2.475608,J141411.96_022832.13,Gauss,415.97
30.784062,7.333688,J020308.18_072001.2,Gauss,1015.33
359.94215,22.008439,J235946.10_220030.3,Gauss,1386.58
358.663107,0.964443,J235439.14_005751.99,Gauss,221.43
188.774203,36.355387,J123505.81_362119.34,Gauss,1802.78
4.748975,6.32557,J001859.75_061931.9,Gauss,814.99
231.31724,0.40906,J152516.03_002434.00,Gauss,1178.26
202.765376,46.995269,J133103.68_465942.8,Gauss,136.16
202.094462,21.107193,J132822.67_210625.85,Gauss,261.71
152.899927,27.386794,J101135.98_272312.33,Gauss,703.67
143.915065,40.130216,J093539.60_400748.6,Gauss,165.6
213.773667,44.802212,J141505.68_444807.7,Gauss,1211.22
34.682472,17.502831,J021843.80_173010.14,Gauss,756.36
357.978876,1.846143,J235154.93_015046.0,Gauss,1159.2
17.455307,45.077802,J010949.27_450440.0,Gauss,854.22
23.321921,33.067835,J013317.26_330404.1,Gauss,381.18
24.04429,29.317771,J013610.63_291903.9,Gauss,161.02
188.918461,26.138479,J123540.42_260818.4,Gauss,438.84
168.732699,57.649108,J111455.87_573856.66,Gauss,1271.41
218.398702,35.025896,J143335.69_350133.1,Gauss,79.15
163.500769,21.805733,J105400.18_214820.6,Gauss,635.77
152.62729,25.997089,J101030.54_255949.5,Gauss,347.04
48.879929,17.305192,J031531.19_171818.7,Gauss,1020.62
0.398274,7.796017,J000135.58_074745.5,Gauss,279.44
145.903406,14.875538,J094336.81_145231.7,Gauss,866.32
202.433983,10.434482,J132944.16_102604.0,Gauss,434.97
195.118793,26.09618,J130028.50_260546.0,Gauss,109.51
228.541779,27.539207,J151410.02_273221.1,Gauss,577.21
333.285927,8.512167,J221308.62_083043.7,Gauss,703.93
134.266751,26.305051,J085704.02_261818.1,Gauss,1371.38
241.391205,25.542065,J160533.88_253231.3,Gauss,798.83
146.662595,26.106668,J094639.02_260624.0,Gauss,812.21
140.086616,28.009682,J092020.79_280034.6,Gauss,65.88
134.54575,22.028086,J085810.98_220141.03,Gauss,349.31
26.371487,28.705968,J014529.15_284221.3,Gauss,304.79
235.383954,26.058224,J154132.15_260329.6,Gauss,807.01
327.880674,18.397505,J215131.36_182351.04,Gauss,1129.12
196.768335,9.167825,J130704.40_091004.1,Gauss,184.62
213.329028,54.534006,J141318.96_543202.42,Gauss,429.52
194.065845,43.88689,J125615.80_435312.6,Gauss,317.04
39.632979,3.159353,J023831.91_030933.6,Gauss,210.84
199.957439,57.68934,J131949.78_574121.5,Gauss,472.73
155.010483,5.080333,J102002.52_050449.18,Gauss,1286.7
325.214655,5.38103,J214051.52_052251.6,Gauss,711.11
121.833327,53.70512,J080719.99_534218.33,Gauss,382.9
205.845954,36.385419,J134323.02_362307.3,Gauss,1609.51
133.5993,35.758287,J085423.83_354529.71,Gauss,1273.35
166.923831,5.43783,J110741.72_052616.17,Gauss,1017.61
156.442148,23.681554,J102546.11_234053.5,Gauss,1429.67
146.168743,38.89854,J094440.50_385354.7,Gauss,716.55
192.426225,34.824754,J124942.30_344929.0,Gauss,568.54
169.876333,22.447064,J111930.32_222649.4,Gauss,1038.49
168.802645,14.535053,J111512.63_143206.1,Gauss,560.63
156.542086,32.709111,J102610.10_324232.69,Gauss,862.17
153.911004,47.771347,J101538.64_474616.8,Gauss,1327.99
151.566447,19.150142,J100615.94_190900.32,Gauss,1129.33
213.315655,33.640754,J141315.76_333826.7,Gauss,354.33
153.219942,7.289753,J101252.78_071723.1,Gauss,99.22
327.181504,0.181836,J214843.56_001054.6,Gauss,961.27
211.253426,29.420611,J140500.81_292514.0,Gauss,1279.66
205.230832,14.175561,J134055.39_141031.91,Gauss,410.14
23.829044,8.399092,J013518.98_082356.7,Gauss,977.3
133.021561,28.566625,J085205.17_283359.7,Gauss,464.3
146.893926,23.880152,J094734.54_235248.5,Gauss,1803.8
201.077065,20.632029,132418.50_203755.2,Gauss,1748.5
226.05535,3.902657,J150413.28_035409.4,TDE,1415.24
147.634131,25.112818,J095032.19_250646.1,TDE,972.7
127.048349,23.902787,J082811.60_235409.9,TDE,92.56
122.037571,45.207279,J080809.01_451226.1,TDE,111.09
125.524783,37.477433,J082205.94_372838.7,TDE,1305.68
165.901194,1.028228,J110336.29_010141.6,TDE,1470.85
155.511379,33.15671,J102202.73_330924.0,TDE,1178.96
186.235416,5.505982,122456.49_053021.4,TDE,963.43
76.484563,32.905129,J050556.29_325418.4,TDE,187.67
189.181471,42.658119,J123643.54_423929.2,TDE,1307.63
217.303654,34.166405,142912.88_340959.1,TDE,1339.05
160.769836,2.097011,J104304.75_020549.3,TDE,101.43
174.847805,26.275169,J113923.47_261630.53,TDE,1277.12
175.766638,30.280539,J114304.00_301649.9,TDE,852.05
188.475228,42.092176,123354.06_420531.7,TDE,1077.9
213.541103,55.520575,J141409.84_553114.38,TDE,172.13
233.330281,31.856207,J153319.26_315122.2,TDE,1498.3
176.509647,33.328773,J114602.31_331943.5,TDE,1367.31
165.203126,46.521915,J110048.74_463118.8,TDE,912.87
159.927306,10.238052,J103942.55_101416.9,TDE,882.88
199.498466,8.831273,J131759.67_084954.0,TDE,669.94
344.942702,11.461954,J225946.25_112743.08,TDE,87.54
12.879862,0.092927,J005131.17_000534.56,TDE,1260.22
160.684422,4.118223,J104244.26_040705.6,TDE,1135.25
189.761903,-3.542463,J123902.86-033232.9,TDE,631.82
180.498686,23.678519,J120159.69_234042.67,TDE,54.55
229.494428,34.127677,J151758.66_340739.6,TDE,101.5
198.747604,8.832945,J131459.42_084958.5,TDE,1145.18
152.11355,29.256155,J100827.25_291522.0,TDE,1044.58
184.433855,19.776893,J121744.13_194636.7,TDE,215.32
215.997787,16.076529,J142359.51_160434.6,TDE,502.97
169.238537,48.780817,J111657.24_484650.8,TDE,1630.77
231.360106,33.371523,J152526.42_332217.4,TDE,418.19
191.682172,22.597206,J124643.72_223549.9,TDE,148.67
195.680783,43.239813,J130243.38_431423.2,TDE,1316.24
275.019163,33.005358,J182004.60_330019.26,TDE,1250.95
132.279169,21.283066,J084907.00_211658.92,TDE,137.21
255.530293,34.034121,J170207.26_340202.8,TDE,1295.07
190.005161,5.424813,J124001.23_052529.3,TDE,961.25
162.952956,49.204978,J105148.72_491217.85,TDE,84.17
223.825749,5.762943,J145518.18_054546.6,TDE,118.89
242.683817,-2.375666,J161044.12-022232.6,TDE,514.52
197.049554,19.525144,J130811.89_193130.50,TDE,893.6
193.926199,17.226912,J125542.29_171336.8,TDE,228.19
136.520195,27.055725,J090604.85_270320.5,TDE,967.01
200.344326,32.341799,J132122.63_322030.4,TDE,936.02
159.624847,48.823782,J103829.95_484925.54,TDE,1519.75
122.92495,51.953046,J081141.98_515711.1,TDE,907.2
153.810875,-1.834639,J101514.60-015004.7,TDE,150.93
343.458694,14.036238,J225350.09_140210.37,TDE,1079.35
146.068355,29.453464,J094416.40_292712.4,TDE,65.55
210.808984,34.871471,J140314.15_345217.2,TDE,648.18
151.834336,25.197501,J100720.24_251150.91,TDE,209.51
135.292121,27.282707,J090110.10_271657.7,TDE,1680.78
332.662874,5.045017,J221039.10_050241.9,TDE,180.57
152.377164,2.514565,J100930.52_023052.45,TDE,1050.1
68.747957,40.658873,J043459.51_403932.0,TDE,136.09
350.750765,10.13774,J232300.19_100815.8,TDE,1095.79
191.241725,5.717332,J124458.00_054302.2,TDE,1053.17
245.996755,47.637281,J162359.22_473814.10,TDE,1494.4
120.535234,47.888754,J080208.47_475319.5,TDE,1923.88
183.95756,-0.575588,J121549.81-003432.1,TDE,71.12
219.427259,6.883091,J143742.54_065259.07,TDE,1793.89
166.174914,5.613689,J110442.00_053649.36,TDE,1913.17
122.306712,1.92249,080913.61_015521.0,TDE,1191.11
157.052554,14.295138,J102812.61_141742.4,TDE,522.46
157.709288,4.456202,J103050.23_042722.26,TDE,730.63
154.175908,31.900788,J101642.22_315402.7,TDE,109.72
348.398072,11.52437,J231335.54_113127.6,TDE,1497.79
145.583448,45.314267,094220.02_451851.3,TDE,1190.64
186.102624,1.775201,J122424.63_014630.62,TDE,1320.95
25.252327,26.46243,J014100.56_262744.7,TDE,979.39
6.777725,8.234112,J002706.65_081402.6,TDE,987.62
146.750614,4.146026,094700.15_040845.7,TDE,1783.17
145.943566,23.031546,J094346.46_230153.48,TDE,211.1
136.388732,51.585504,J090533.30_513507.76,TDE,1581.54
130.407274,51.996577,J084137.74_515947.65,TDE,1016.35
208.613181,51.260926,J135427.15_511539.3,TDE,1420.84
164.84465,22.187029,J105922.71_221113.2,TDE,1435.21
139.257183,25.968203,J091701.72_255805.4,TDE,546.93
156.103148,3.382212,J102424.75_032255.8,TDE,1113.03
212.349567,19.734904,J140923.89_194405.6,TDE,1302.56
180.360578,8.487954,J120126.53_082916.6,TDE,1940.43
189.179985,30.316091,J123643.21_301857.4,TDE,914.89
189.114539,8.612737,J123627.48_083645.8,TDE,570.4
138.725012,23.53153,J091454.00_233153.46,TDE,1042.07
14.289614,-0.914081,J005709.51-005450.60,TDE,879.69
164.51205,7.991746,J105802.89_075930.20,TDE,566.41
24.223918,4.334195,J013653.75_042003.0,TDE,1480.09
141.943813,10.949926,092746.52_105659.6,TDE,935.42
199.771851,50.402243,131905.24_502408.0,TDE,345.56
128.989904,42.84873,J083557.58_425055.39,TDE,851.48
204.208917,27.348511,J133650.13_272054.5,TDE,1453.91
208.156085,16.743842,135237.46_164437.8,TDE,1265.35
164.568708,0.63983,J105816.50_003823.2,TDE,90.14
155.487819,-0.295973,J102157.07-001745.5,TDE,1497.91
165.603375,6.729387,J110224.81_064345.73,TDE,622.52
160.286107,48.981394,J104108.66_485852.97,TDE,1079.13
200.051509,35.549012,J132012.36_353256.4,TDE,132.94
19.404435,23.450739,J011737.07_232702.5,TDE,568.43
1.567633,9.266454,J000616.23_091559.2,TDE,730.63
121.466955,50.150504,J080552.06_500901.70,TDE,59.78
164.366089,6.646919,J105727.86_063848.80,TDE,1044.24
250.133548,29.100237,J164032.05_290600.8,TDE,641.57
24.314595,38.827767,J013715.51_384939.6,TDE,441.21
219.715957,58.767115,J143851.83_584601.6,TDE,1245.86
129.938233,32.994185,J083945.18_325939.0,TDE,1252.04
222.814022,33.441263,J145115.36_332628.53,TDE,1263.15
164.667775,3.268819,J105840.26_031607.8,TDE,699.31
22.161865,14.826127,J012838.85_144933.98,TDE,1515.32
203.963818,47.618363,133551.32_473706.1,TDE,1047.97
14.954752,4.845059,J005949.14_045042.2,TDE,1459.58
193.368125,29.762075,J125328.35_294543.4,TDE,1680.96
208.473468,22.337404,J135353.63_222014.5,TDE,902.88
303.455412,7.955837,J201349.30_075720.99,TDE,1728.36
140.497138,8.49205,J092159.31_082931.2,TDE,1249.21
157.629711,26.120568,J103031.13_260714.0,TDE,493.12
196.609313,29.871778,130626.24_295218.3,TDE,1323.14
348.461311,17.351244,J231350.72_172104.3,TDE,461.39
156.517169,8.742142,J102604.12_084431.63,TDE,567.46
203.243179,56.541984,J133258.35_563231.3,TDE,895.85
203.826842,12.523008,133518.44_123122.7,TDE,1049.31
145.546237,54.876858,J094211.09_545236.6,TDE,55.89
134.173661,26.272245,J085641.67_261620.0,TDE,592.92
144.447275,30.586736,J093747.34_303512.2,TDE,1933.22
132.917131,13.330359,J085140.11_131949.15,TDE,849.08
189.735602,18.478634,J123856.55_182843.0,TDE,1306.39
225.538244,33.377588,J150209.17_332239.2,TDE,843.81
152.215916,2.388218,J100851.82_022317.4,TDE,1248.66
154.650236,23.321387,J101836.06_231916.8,TDE,1006.31
221.280083,22.282616,J144507.22_221657.3,TDE,841.43
220.4675,29.000509,J144152.20_290001.8,TDE,614.45
152.471353,29.070145,J100953.14_290412.5,TDE,87.87
142.351995,3.941442,J092924.48_035629.1,TDE,144.84
161.732675,33.22246,J104655.84_331320.7,TDE,1530.18
25.937121,29.61772,J014344.90_293703.7,TDE,1153.74
171.50569,38.200195,J112601.37_381200.6,TDE,1530.13
139.259102,33.351604,J091702.18_332105.6,TDE,740.44
359.986373,13.858837,235956.73_135131.8,TDE,1546.92
206.816328,30.177413,J134715.91_301038.6,TDE,1306.67
33.776048,23.936028,J021506.25_235609.6,TDE,114.98
353.609163,7.969089,J233426.20_075808.5,TDE,733.14
162.537918,19.460227,105009.10_192736.8,TDE,849.63
171.103899,-2.851365,J112424.93-025104.9,TDE,1290.82
162.508147,29.965666,J105001.95_295756.4,TDE,772.92
181.623831,24.137855,120629.72_240816.3,TDE,815.24
120.388432,32.452457,080133.22_322708.8,TDE,673.23
120.815534,51.312709,J080315.73_511845.72,TDE,945.22
161.45214,11.373678,J104548.51_112225.2,TDE,433.14
241.694214,33.363568,J160646.61_332148.8,TDE,1315.92
153.299498,29.591581,J101311.88_293529.6,TDE,1147.06
327.474819,8.267558,J214953.96_081603.2,TDE,140.96
158.381867,17.284578,103331.64_171704.4,TDE,1289.12
223.178559,9.44972,J145242.85_092658.94,TDE,927.68
201.59071,14.414941,J132621.77_142453.7,TDE,1276.55
165.317892,25.749077,J110116.30_254456.6,TDE,1365.83
194.316063,20.349142,J125715.85_202056.8,TDE,303.16
205.237829,35.82626,J134057.08_354934.4,TDE,1402.84
145.120585,21.612179,J094028.94_213643.8,TDE,1355.58
201.548706,14.593564,J132611.69_143536.74,TDE,1461.89
225.570176,0.175919,J150216.84_001033.3,TDE,596.27
163.851887,52.728316,J105524.45_524341.9,TDE,1057.35
165.647243,0.417046,J110235.34_002501.3,TDE,689.39
157.672502,26.244797,J103041.40_261441.2,TDE,1800.64
239.35113,45.95296,J155724.27_455710.6,TDE,569.86
213.329314,-1.375887,J141319.04-012233.23,TDE,64.08
222.846336,25.26294,145123.12_251546.5,TDE,860.01
208.77793,20.159674,J135506.71_200934.7,TDE,116.61
155.603594,40.449302,J102224.86_402657.47,TDE,800.71
55.934252,9.294872,J034344.21_091741.4,TDE,1597.71
152.986918,-1.879386,J101156.85-015245.8,TDE,1819.71
127.52981,25.764496,J083007.15_254552.16,TDE,1388.12
165.901322,0.714163,J110336.32_004250.9,TDE,978.98
25.398983,16.725435,J014135.75_164331.53,TDE,913.12
201.314492,4.06459,J132515.47_040352.37,TDE,67.53
129.611736,25.219259,J083826.82_251309.33,TDE,82.51
196.248371,33.708333,J130459.61_334229.8,TDE,1922.31
188.668245,20.84237,J123440.38_205032.50,TDE,51.8
147.631803,43.485697,095031.63_432908.5,TDE,878.05
43.453197,3.956111,J025348.76_035721.9,TDE,162.41
182.106699,33.310318,J120825.59_331837.1,TDE,529.19
196.326598,15.634133,J130518.38_153802.8,TDE,1761.88
212.410801,16.571743,J140938.58_163418.2,TDE,1023.55
161.678176,28.433549,J104642.75_282600.7,TDE,1230.16
321.089712,4.849506,J212421.53_045058.1,TDE,1318.69
335.625208,1.374899,J222230.05_012229.6,TDE,1036.77
210.721916,0.489274,J140253.26_002921.26,TDE,96.29
139.549226,41.856845,J091811.82_415124.6,TDE,894.07
139.573136,-1.871303,J091817.54-015216.8,TDE,1181.15
162.22176,26.88494,J104853.23_265305.64,TDE,1691.37
206.703535,30.006296,J134648.84_300022.5,TDE,129.33
183.441601,-0.248473,J121345.97-001454.5,TDE,1135.9
130.444099,41.607979,J084146.58_413628.6,TDE,615.67
183.20216,20.647863,J121248.52_203852.2,TDE,1087.87
127.221745,43.904528,J082853.22_435416.2,TDE,973.85
247.138663,54.821525,J162833.27_544917.45,TDE,1428.01
13.592125,1.262926,J005422.11_011546.4,TDE,1288.69
243.6725,50.709762,J161441.40_504235.09,TDE,1453.96
144.764255,2.499294,J093903.42_022957.42,TDE,548.76
325.131747,3.850889,214031.62_035103.1,TDE,1403.01
149.250721,15.642429,J095700.17_153832.73,TDE,1681.32
188.639074,30.267166,J123433.38_301601.7,TDE,725.17
148.479886,24.787628,095355.17_244715.3,TDE,1234.38
181.84192,-1.586734,J120722.05-013512.3,TDE,1000.44
25.1115,5.643474,J014026.76_053836.4,TDE,1163.13
346.190929,4.267972,J230445.82_041604.6,TDE,527.87
187.202002,27.259412,122848.48_271533.8,TDE,946.54
243.646846,31.861437,J161435.24_315141.1,TDE,241.41
146.709572,20.199287,J094650.29_201157.41,TDE,859.81
136.780143,3.606464,J090707.23_033623.17,TDE,1176.75
207.292403,55.131646,134910.18_550753.9,TDE,1261.55
167.700212,18.937154,J111048.05_185613.7,TDE,979.44
162.21741,39.99103,104852.19_395927.6,TDE,1302.75
189.178337,26.615789,J123642.79_263656.8,TDE,97.75
167.21524,10.22998,J110851.65_101347.8,TDE,1249.8
140.202865,5.710873,J092048.68_054239.0,TDE,1293.06
210.375731,35.495121,J140130.18_352942.4,TDE,1164.38
258.657241,30.614977,J171437.73_303653.8,TDE,1099.12
175.240329,58.071587,J114057.69_580417.7,TDE,1311.69
181.227313,27.519028,J120454.55_273108.4,TDE,103.68
13.263165,46.68846,J005303.14_464118.4,TDE,88.7
150.505758,23.40243,100201.38_232408.7,TDE,878.33
141.855153,28.825781,J092725.23_284932.9,TDE,1394.8
135.233821,30.328915,J090056.11_301944.0,TDE,1362.06
21.270357,29.047617,J012504.88_290251.2,TDE,1604.36
333.271506,2.078184,J221305.16_020441.4,TDE,1284.62
156.28201,41.332516,J102507.68_411957.03,TDE,637.35
200.654427,26.743532,J132237.07_264436.7,TDE,1315.56
175.246597,57.088442,J114059.18_570518.4,TDE,120.29
350.464998,11.474368,J232151.60_112827.6,TDE,732.01
343.490604,16.148237,J225357.74_160853.6,TDE,1290.52
2.882977,45.468534,J001131.91_452806.7,TDE,1176.69
20.667177,-0.544353,J012240.12-003239.7,TDE,1108.97
177.176235,25.908511,J114842.30_255430.6,TDE,1281.69
193.099756,18.347188,J125223.94_182049.8,TDE,1090.11
171.554299,34.282561,J112613.02_341657.1,TDE,579.42
143.561581,51.669495,J093414.78_514010.1,TDE,230.83
181.926166,27.074713,J120742.28_270428.9,TDE,848.63
155.006582,11.023552,J102001.58_110124.8,TDE,83.33
39.769138,1.0316,023904.59_010153.7,TDE,411.55
153.046571,37.830657,J101211.17_374950.2,TDE,1350.93
14.652518,8.685867,005836.60_084109.1,TDE,1522.07
183.108122,9.682526,J121225.94_094056.93,TDE,108.33
132.719261,28.559875,J085052.62_283335.5,TDE,1501.64
200.851639,34.580151,J132324.39_343448.5,TDE,104.55
154.282861,33.964682,J101707.88_335752.8,TDE,839.86
17.739422,41.390293,J011057.46_412324.9,TDE,1228.16
198.996023,42.36733,J131559.04_422202.3,TDE,1417.61
218.285404,30.62224,J143308.49_303719.9,TDE,687.28
163.170358,34.096066,J105240.88_340545.7,TDE,966.94
352.050047,4.838457,J232812.01_045018.3,TDE,1762.94
230.383595,1.120797,J152132.06_010714.81,TDE,1285.44
146.863625,29.522158,J094727.26_293119.7,TDE,1275.41
150.369206,50.465812,J100128.61_502756.87,TDE,256.77
353.660591,0.395004,J233438.55_002341.83,TDE,1522.74
161.825778,32.923073,J104718.19_325522.9,TDE,559.6
157.456214,29.06806,J102949.50_290405.0,TDE,995.06
133.66603,33.225792,J085439.85_331332.8,TDE,62.37
137.385542,15.110064,J090932.53_150636.14,TDE,1509.82
125.113642,51.593325,J082027.28_513535.87,TDE,1578.75
125.934767,34.794842,J082344.33_344741.3,TDE,643.07
265.097678,27.212467,J174023.44_271244.8,TDE,1284.64
131.532321,14.71094,J084607.75_144239.26,TDE,663.19
142.795461,54.827263,J093110.91_544938.1,TDE,991.49
153.107965,21.387726,J101225.91_212315.8,TDE,776.23
192.542881,44.834217,J125010.29_445003.1,TDE,432.85
16.48705,7.109586,010556.89_070634.5,TDE,1349.22
133.217002,39.5779,J085252.08_393440.3,TDE,1269.92
30.564561,5.650871,J020215.49_053903.0,TDE,1494.42
22.279723,1.43299,J012907.13_012558.7,TDE,1119.43
21.59888,6.598448,J012623.73_063554.3,TDE,733.8
206.198913,15.228703,J134447.74_151343.3,TDE,91.98
127.87311,30.270833,083129.54_301615.0,TDE,597.81
34.666098,6.659626,J021839.86_063934.6,TDE,1057.01
145.84009,19.780257,J094321.62_194648.82,TDE,124.06
188.985521,35.439832,J123556.52_352623.2,TDE,1417.91
168.06051,54.171693,J111214.53_541018.0,TDE,1131.24
216.188494,4.229693,J142445.24_041346.8,TDE,1215.18
28.686744,17.152798,J015444.83_170910.05,TDE,1085.24
160.298785,11.792902,J104111.71_114734.4,TDE,1927.36
197.716621,8.519562,J131051.99_083110.3,TDE,842.56
188.547917,28.414012,J123411.50_282450.2,TDE,89.96
173.279994,22.518617,J113307.20_223107.0,TDE,1285.63
156.479977,32.493452,J102555.19_322936.3,TDE,1109.28
160.863577,46.855847,J104327.26_465120.9,TDE,61.81
324.570762,7.265121,J213816.98_071554.3,TDE,982.54
205.017539,43.593163,J134004.21_433535.3,TDE,1075.08
143.417165,-2.529899,J093340.12-023147.6,TDE,1488.47
166.888613,16.417535,110733.26_162503.1,TDE,1583.97
163.130186,-1.614742,J105231.25-013653.1,TDE,953.31
148.295894,18.725843,J095311.02_184332.92,TDE,194.85
24.631655,7.650949,J013831.60_073903.4,TDE,505.86
197.819129,6.982269,J131116.59_065856.1,TDE,73.05
201.255468,51.919058,132501.31_515508.6,TDE,1591.03
349.928237,3.878193,J231942.77_035241.3,TDE,762.32
338.482238,4.149905,J223355.73_040859.6,TDE,1680.32
200.282762,21.837495,132107.86_215014.9,TDE,872.72
40.174139,6.168944,J024041.79_061008.09,TDE,1321.07
167.950022,38.982289,J111148.00_385856.1,TDE,1148.58
265.154057,52.195402,J174036.98_521143.4,TDE,1061.5
130.981757,56.102865,J084355.62_560610.3,TDE,1876.21
198.378686,13.9481,J131330.88_135653.0,TDE,1261.28
206.410416,16.314463,J134538.50_161852.0,TDE,541.28
127.258265,28.015579,J082901.98_280056.0,TDE,126.97
173.294306,32.430418,J113310.62_322549.3,TDE,65.99
172.544762,23.107039,J113010.74_230625.3,TDE,1148.15
149.601158,24.030224,095824.28_240148.7,TDE,458.75
140.182344,26.701405,J092043.76_264205.0,TDE,1106.0
244.323485,33.270363,J161717.63_331613.2,TDE,443.23
193.152352,-1.838651,J125236.56-015019.2,TDE,732.98
147.254523,7.084316,J094901.08_070503.47,TDE,127.2
218.040089,44.483721,J143209.62_442901.33,TDE,200.55
9.189077,8.38279,J003645.37_082258.0,TDE,862.73
143.721874,12.174421,J093453.25_121027.89,TDE,1265.87
173.32605,4.272523,J113318.25_041621.1,TDE,101.44
18.302234,4.277971,J011312.54_041640.6,TDE,1046.06
160.022942,1.843417,J104005.51_015036.3,TDE,1116.02
151.626787,25.28099,J100630.43_251651.53,TDE,1022.98
148.598508,8.198166,J095423.64_081153.26,TDE,1469.56
