ra,dec,name,type,peak
157.461846,30.361609,J102950.84_302141.8,Gauss,843.19
128.337729,39.028627,J083321.05_390143.0,Gauss,474.55
254.762823,26.074535,J165903.08_260428.3,Gauss,1087.85
201.947027,17.894666,132747.28_175340.7,Gauss,1340.17
22.205167,24.111967,J012849.24_240643.0,Gauss,1037.83
148.714908,16.016108,J095451.58_160057.9,Gauss,256.59
199.877346,11.223585,J131930.56_111324.8,Gauss,886.45
236.777659,10.128267,J154706.64_100741.7,Gauss,140.11
211.042169,1.151055,J140410.14_010903.72,Gauss,151.83
123.988834,33.52301,081557.32_333122.8,Gauss,170.2
215.728481,55.403734,J142254.84_552413.6,Gauss,286.71
34.623233,22.670663,J021829.58_224014.3,Gauss,194.33
210.99472,44.705966,J140358.72_444221.3,Gauss,130.33
19.660795,-1.906077,J011838.59-015421.9,Gauss,282.81
194.449732,12.971438,J125747.94_125817.0,Gauss,645.48
153.505236,35.497435,J101401.26_352950.7,Gauss,287.19
196.161926,5.893535,J130438.85_055336.7,Gauss,1710.62
130.088465,24.197832,J084021.23_241152.0,Gauss,393.13
121.754213,51.294086,J080701.01_511738.73,Gauss,908.32
192.301752,28.806048,J124912.42_284821.7,Gauss,1732.19
325.471452,16.936401,J214153.16_165611.09,Gauss,1582.41
210.313332,1.896382,J140115.20_015346.94,Gauss,755.88
165.156551,7.971552,J110037.56_075817.57,Gauss,947.1
244.520998,32.667214,J161805.04_324001.9,Gauss,452.53
241.7217,27.067039,J160653.21_270401.3,Gauss,212.95
223.46035,2.881197,J145350.49_025252.3,Gauss,1317.55
217.821155,28.311214,J143117.07_281840.3,Gauss,74.76
331.92291,5.673666,J220741.50_054025.1,Gauss,1498.77
149.647954,29.842966,J095835.50_295034.6,Gauss,636.55
140.424457,51.615702,J092141.87_513656.5,Gauss,944.58
204.339168,21.209371,133721.39_211233.5,Gauss,112.39
159.667267,24.771997,J103840.14_244619.1,Gauss,392.56
345.615417,13.517137,J230227.70_133101.52,Gauss,1245.43
202.743744,11.446735,J133058.50_112648.1,Gauss,270.11
224.94474,6.885083,J145946.74_065306.3,Gauss,1238.39
129.432016,27.572054,J083743.68_273419.2,Gauss,1668.93
354.790692,1.490741,J233909.76_012926.5,Gauss,1530.67
194.859213,28.39228,125926.20_282332.1,Gauss,1725.74
22.006049,36.307793,J012801.45_361828.0,Gauss,1150.16
189.681208,44.663859,123843.49_443949.9,Gauss,1186.83
128.735352,34.877833,083456.48_345240.2,Gauss,187.52
188.564964,25.597849,J123415.58_253552.1,Gauss,736.26
177.581708,33.695794,J115019.61_334144.8,Gauss,326.31
229.806433,11.109879,J151913.54_110635.49,Gauss,822.76
122.663504,46.124692,J081039.24_460728.7,Gauss,97.64
115.181133,31.700335,J074043.47_314201.1,Gauss,173.45
282.650966,46.567849,J185036.22_463404.29,Gauss,245.28
23.242435,32.917252,J013258.18_325502.0,Gauss,1457.88
164.32273,18.857729,J105717.45_185127.7,Gauss,250.73
198.323602,10.032694,J131317.67_100157.6,Gauss,532.72
155.151121,-2.046337,102036.27-020246.8,Gauss,869.15
145.741463,26.166676,J094257.96_261000.1,Gauss,264.03
219.826403,3.657504,J143918.34_033926.94,Gauss,582.45
151.000536,25.095348,J100400.13_250543.2,Gauss,283.28
5.543,12.018135,J002210.32_120105.23,Gauss,1006.87
159.981105,40.987875,J103955.46_405916.2,Gauss,1099.56
214.770082,47.687828,141904.82_474116.2,Gauss,625.36
139.638442,2.878569,J091833.22_025242.77,Gauss,224.72
150.617181,-2.190301,J100228.12-021125.1,Gauss,1215.77
243.448473,49.124011,J161347.63_490726.40,Gauss,1197.87
149.318436,34.210504,J095716.42_341237.8,Gauss,1542.97
173.352194,28.063593,J113324.53_280348.8,Gauss,444.96
149.507604,6.14608,J095801.82_060845.91,Gauss,341.39
165.422632,-0.455751,J110141.43-002720.7,Gauss,783.66
187.587008,30.786643,J123020.88_304711.8,Gauss,1214.02
322.431951,3.866215,J212943.67_035158.3,Gauss,412.14
345.536476,23.172822,J230208.76_231022.1,Gauss,212.89
229.316004,18.508422,J151715.84_183030.3,Gauss,150.71
321.812575,15.270098,J212715.02_151612.28,Gauss,1204.14
217.674249,1.872587,J143041.82_015221.2,Gauss,1827.32
213.27803,47.701288,J141306.73_474204.6,Gauss,236.45
160.887124,24.539584,104332.92_243222.4,Gauss,1511.83
217.866139,37.051713,J143127.87_370306.13,Gauss,311.52
358.725318,9.484593,J235454.08_092904.5,Gauss,1390.52
216.185646,53.857976,142444.55_535128.7,Gauss,609.96
224.08342,20.085808,J145620.02_200508.8,Gauss,1457.53
165.07608,29.962293,J110018.26_295744.2,Gauss,149.39
174.586874,28.869082,J113820.85_285208.5,Gauss,813.62
226.414305,28.264272,J150539.43_281551.31,Gauss,94.43
356.240593,0.792859,J234457.74_004734.27,Gauss,498.51
168.874867,8.839497,J111529.96_085022.2,Gauss,644.49
194.553912,29.583765,J125812.93_293501.4,Gauss,791.2
30.006193,17.493038,J020001.49_172934.91,Gauss,1116.54
210.039242,28.910806,J140009.42_285438.7,Gauss,71.21
149.425368,43.651326,J095742.08_433904.6,Gauss,776.51
326.851735,15.388239,J214724.43_152317.70,Gauss,194.5
198.722515,16.022821,J131453.40_160122.1,Gauss,907.78
175.469381,23.714602,J114152.66_234252.57,Gauss,1564.69
218.943377,28.013341,J143546.40_280048.0,Gauss,1875.74
143.404416,11.551227,J093337.05_113304.3,Gauss,495.82
231.844601,33.625871,J152722.70_333733.0,Gauss,1474.21
207.413061,20.648696,J134939.13_203855.2,Gauss,434.49
158.85549,17.607903,J103525.31_173628.3,Gauss,1265.71
202.828582,2.867959,J133118.86_025204.59,Gauss,1347.79
139.800481,47.636342,J091912.11_473810.8,Gauss,1324.38
37.703562,2.11073,J023048.86_020638.5,Gauss,309.46
180.953918,32.928517,J120348.93_325542.5,Gauss,1090.94
190.074514,15.46628,J124017.88_152758.5,Gauss,381.39
138.371517,43.697328,J091329.16_434150.34,Gauss,1011.77
356.308154,8.568112,J234513.96_083405.2,Gauss,1703.2
145.155521,26.543597,J094037.32_263236.9,Gauss,83.26
153.97516,32.696253,J101554.03_324146.3,Gauss,680.06
135.626882,46.69737,J090230.44_464150.4,Gauss,50.6
209.062505,55.031287,135615.00_550152.6,Gauss,835.98
151.851664,32.312964,J100724.39_321846.6,Gauss,1398.07
160.11841,53.234712,J104028.41_531404.89,Gauss,1679.2
227.788436,2.371917,J151109.27_022218.5,Gauss,607.87
169.514263,24.007596,J111803.42_240027.3,Gauss,770.35
180.984228,17.495076,J120356.21_172942.21,Gauss,1359.9
158.409027,2.54392,J103338.16_023238.0,Gauss,119.88
219.49424,7.000628,J143758.61_070002.22,Gauss,145.57
200.247866,21.169128,J132059.48_211008.8,Gauss,87.8
162.143247,41.423994,J104834.38_412526.37,Gauss,651.33
243.253326,18.409353,J161300.80_182433.6,Gauss,190.55
161.220899,37.106476,J104453.01_370623.2,Gauss,341.81
158.724685,51.377527,J103453.94_512239.01,Gauss,1465.25
150.286199,0.958573,J100108.68_005730.9,Gauss,1775.31
146.115938,35.151349,J094427.82_350904.8,Gauss,806.78
124.195067,48.977474,J081646.81_485838.8,Gauss,1575.37
160.929994,13.551662,J104343.20_133305.9,Gauss,892.53
154.186771,40.558289,J101644.83_403329.70,Gauss,149.51
180.969213,21.346783,J120352.60_212048.3,Gauss,1579.63
161.910868,30.895876,J104738.62_305345.2,Gauss,1657.41
227.386282,20.323013,J150932.71_201922.8,Gauss,546.36
219.23321,41.625414,J143655.97_413731.50,Gauss,168.55
184.678764,11.827085,121842.90_114937.4,Gauss,878.52
137.318264,34.653319,J090916.38_343911.9,Gauss,739.7
173.385589,16.062928,J113332.55_160346.49,Gauss,506.01
181.918444,25.292574,J120740.43_251733.23,Gauss,142.2
120.324662,33.570012,J080117.92_333411.88,Gauss,690.28
12.834822,36.079033,J005120.36_360444.4,Gauss,528.17
246.809288,53.622938,J162714.23_533722.6,Gauss,1713.32
216.634956,2.945945,J142632.39_025645.22,Gauss,1619.3
14.039926,34.672442,J005609.58_344020.7,Gauss,973.27
127.710284,34.649147,J083050.46_343856.8,Gauss,210.16
129.197784,40.961926,083647.47_405742.9,Gauss,616.77
27.426111,2.193914,J014942.27_021138.0,Gauss,106.84
152.100937,51.619282,J100824.22_513709.5,Gauss,332.02
160.05441,15.562179,J104013.06_153343.8,Gauss,478.72
172.051012,35.399785,J112812.24_352359.1,Gauss,155.63
195.290819,34.253082,J130109.79_341510.8,Gauss,561.97
151.935642,50.129649,J100744.55_500746.67,Gauss,95.3
175.529592,52.662811,J114207.10_523946.0,Gauss,1244.25
163.796039,17.322069,J105511.05_171919.4,Gauss,1632.93
160.598114,9.452312,J104223.55_092708.3,Gauss,1069.36
161.144035,49.583209,J104434.57_493459.52,Gauss,293.62
222.88883,0.205445,J145133.32_001219.6,Gauss,238.37
145.974189,43.349595,094353.81_432058.5,Gauss,95.64
166.381849,25.595828,J110531.64_253544.9,Gauss,1297.28
153.385839,33.660161,J101332.60_333936.5,Gauss,1368.94
343.093068,22.96039,J225222.34_225737.4,Gauss,126.56
27.938465,15.441042,J015145.24_152627.71,Gauss,198.34
260.359242,37.781332,J172126.22_374652.8,Gauss,1127.21
258.671432,29.63215,J171441.14_293755.6,Gauss,500.79
184.958605,26.100354,121950.06_260601.3,Gauss,1739.2
163.339406,17.471293,J105321.45_172816.5,Gauss,651.98
165.08421,19.010574,J110020.20_190038.1,Gauss,356.26
207.049048,28.300529,J134811.77_281801.8,Gauss,1311.88
160.845987,48.340246,J104323.04_482024.86,Gauss,187.94
141.109623,16.045151,J092426.31_160242.38,Gauss,1515.64
350.19595,9.582799,J232047.03_093458.0,Gauss,1936.34
174.622226,4.016991,J113829.33_040101.1,Gauss,402.17
145.79885,29.186117,094311.72_291110.0,Gauss,85.17
26.269658,16.623062,J014504.72_163722.92,Gauss,1070.53
183.547426,29.232264,J121411.38_291356.1,Gauss,719.39
146.965924,32.219079,J094751.81_321308.7,Gauss,519.07
2.641616,17.405233,J001033.99_172418.7,Gauss,377.13
140.441402,44.0779,J092145.94_440440.4,Gauss,935.95
147.057808,15.128827,J094813.88_150743.7,Gauss,1026.85
219.042399,20.074662,J143610.17_200428.7,Gauss,687.44
175.030522,23.06365,J114007.32_230349.1,Gauss,699.09
326.306928,15.423668,J214513.68_152525.09,Gauss,539.6
181.263138,36.582292,J120503.15_363456.14,Gauss,969.35
200.667743,32.465108,J132240.25_322754.2,Gauss,1142.8
174.213468,16.881057,J113651.23_165251.71,Gauss,1485.3
16.186514,5.27882,J010444.77_051643.6,Gauss,682.95
215.742681,19.556148,J142258.24_193322.0,Gauss,1683.55
257.707215,29.111416,J171049.72_290641.0,Gauss,1641.76
172.213876,21.213038,J112851.33_211246.8,Gauss,496.37
220.946625,39.974214,J144347.18_395827.1,Gauss,1187.41
30.248722,-0.610371,J020059.69-003637.40,Gauss,945.94
216.624081,17.645152,J142629.78_173842.52,Gauss,638.11
205.735501,0.015917,134256.52_000057.3,Gauss,449.87
225.153803,34.494178,150036.91_342939.0,Gauss,264.31
174.918583,19.338329,J113940.46_192017.8,Gauss,1145.86
155.880546,34.247532,J102331.32_341451.1,Gauss,559.83
201.391721,19.643125,J132534.01_193835.2,Gauss,951.46
169.880251,22.710607,J111931.26_224238.1,Gauss,186.56
186.205501,38.791474,122449.31_384729.2,Gauss,694.97
132.174222,28.267561,J084841.81_281603.1,Gauss,1344.5
151.799225,5.535832,J100711.81_053208.97,Gauss,1851.94
145.417063,23.043533,J094140.10_230236.7,Gauss,1117.78
157.351258,26.598416,J102924.35_263555.80,Gauss,151.81
147.479622,16.860942,J094955.10_165139.31,Gauss,599.57
216.617411,27.835291,J142628.17_275006.9,Gauss,1465.17
141.176422,23.458886,J092442.34_232731.90,Gauss,164.66
202.719677,47.041452,J133052.72_470229.1,Gauss,1265.68
127.116531,34.454365,J082827.97_342715.6,Gauss,1112.17
145.416663,18.367777,094140.00_182203.9,Gauss,1576.4
142.412397,12.491588,J092938.97_122929.6,Gauss,662.51
344.855283,14.733691,J225925.27_144401.22,Gauss,884.08
266.311849,47.062229,J174514.84_470343.9,Gauss,1082.25
200.814695,56.146273,J132315.51_560846.6,Gauss,863.64
250.221768,26.320368,J164053.22_261913.2,Gauss,1204.06
183.1034,0.074089,J121224.81_000426.6,Gauss,296.4
198.95721,47.536455,J131549.73_473211.21,Gauss,910.53
208.269624,10.995213,J135304.71_105942.7,Gauss,1046.6
200.197693,53.416205,J132047.44_532458.3,Gauss,635.24
345.936323,-4.814776,J230344.72-044853.33,Gauss,1175.33
139.980464,26.473058,J091955.32_262822.9,Gauss,1076.26
222.241754,59.640846,J144858.02_593827.0,Gauss,1081.71
144.503549,32.163266,J093800.84_320947.6,Gauss,1890.96
333.688005,22.685037,J221445.12_224106.05,Gauss,413.46
343.721165,7.368846,J225453.07_072207.7,Gauss,130.29
328.955941,7.277087,J215549.43_071637.4,Gauss,1107.68
207.263193,20.605046,J134903.16_203618.1,Gauss,412.67
330.98147,0.92132,220355.55_005516.6,Gauss,256.39
160.53877,38.299208,J104209.30_381757.0,Gauss,1078.77
31.0663,19.217148,J020415.91_191301.66,Gauss,304.18
119.9487756,11.4186352,SDSS J075947.73+112507.3_AR,Gauss,1002.67
122.284521,20.4057213,2MASX J08090828+2024207_AX,Gauss,1136.59
116.4512498,28.8107171,PGC 3095769_AR,Gauss,1436.52
119.0836463,30.7599079,SDSS J075620.07+304535.4_AR,Gauss,976.75
120.8705453,33.4624547,MCG 6-18-009_AR,Gauss,823.58
116.5140918,50.0430701,SDSS J074603.34+500235.9_A,Gauss,806.84
121.8616805,55.1621043,SDSS J080726.78+550943.5_AR,Gauss,687.65
120.7033109,67.7954952,RXS J08028+6747_AR2,Gauss,809.1
139.1081874,2.0229472,SDSS J091626.03+020123.0_A,Gauss,961.43
138.8731324,5.6769661,LAMOSTJ091529.54+054036.9_A,Gauss,152.58
141.8793286,2.0471221,SDSS J092730.99+020250.4_A,Gauss,1649.47
140.2042526,19.0555987,2MASS J09208+1903_A,Gauss,55.02
138.2957201,19.5386647,SDSS J091310.91+193219.2_A,Gauss,1185.1
140.4615609,32.6368328,DESI 39632935053166985_A,Gauss,165.42
141.583959,37.3684672,SDSS J092620.14+372206.4_A,Gauss,231.88
136.9775902,40.3429003,SDSS J090754.59+402034.5_AR,Gauss,1044.21
140.4017646,58.2541115,SDSS J092136.44+581514.9_A,Gauss,537.91
138.780222,54.9735637,SDSS J091507.24+545825.2_AR,Gauss,474.7
147.3396327,3.4362968,SDSS J094921.50+032610.7_A,Gauss,87.62
144.2809917,3.4575758,SDSS J093707.41+032726.9_A,Gauss,617.92
144.5142392,12.0751008,LAMOSTJ093803.40+120430.1_A,Gauss,1092.29
147.7647686,19.4257597,PGC 1591839_A,Gauss,779.06
143.7602596,25.8073028,SDSS J093502.44+254826.9_A,Gauss,185.03
143.4703503,26.7150775,SDSS J093352.82+264254.5_A,Gauss,1162.18
148.031763,25.8826545,SDSS J095207.63+255257.3_AX,Gauss,1282.19
147.4369622,44.6651358,SDSS J094944.87+443954.5_A,Gauss,1362.51
143.000333,55.5631871,1WGA J0931.9+5533_AR2,Gauss,923.02
2.8515689,-14.9339796,NPM 1G-15.0007_AR,Gauss,1928.13
2.0550664,-0.9647293,PGC 3095398_AR,Gauss,1019.49
9.5857606,-2.1279817,3C 17.0_AR2X,Gauss,1314.98
6.6787935,-2.114449,PGC 96241_AX,Gauss,1762.16
6.4520398,-0.5643517,SDSS J002548.50-003351.3_A,Gauss,238.52
4.9764846,15.9612431,PGC 138165_AX,Gauss,473.43
10.3063877,20.9945541,SDSS J004113.48+205939.6_AR,Gauss,414.03
2.4453675,30.2153667,SDSS J000946.89+301255.1_AR,Gauss,801.59
7.8054581,36.2799939,PGC 2077956_AR,Gauss,1217.16
11.3638199,41.5482805,LGGS J004527.30+413254.3_AX,Gauss,1097.21
159.4901634,0.525162,2SLAQ J103757.63+003129.5_A,Gauss,1849.08
157.7458689,10.7884021,SDSS J103059.00+104718.0_A,Gauss,1751.72
157.1685427,12.9077774,SDSS J102840.44+125428.0_A,Gauss,1796.65
158.1927175,19.7125666,SDSS J103246.24+194245.1_A,Gauss,496.87
159.4406571,30.8997028,DESI 39628501287963352_AR,Gauss,91.8
155.7995988,32.058187,SDSS J102311.91+320329.2_AR,Gauss,52.13
155.1859145,41.8436837,DESI 39633108642827251_AX,Gauss,689.93
155.7916682,56.3668107,SDSS J102309.93+562200.3_AR,Gauss,1188.21
161.7716291,54.7350906,RXS J10470+5444_ARX,Gauss,1941.65
150.1014643,0.7045164,CGCG 8-15_AR,Gauss,221.53
150.1796614,1.8167054,DESI 39627829524041315_A,Gauss,1761.66
152.5607553,23.1089313,MARK 716_ARX,Gauss,931.76
150.4460314,30.1685687,SDSS J100147.05+301006.6_A,Gauss,505.45
149.6971392,38.2371396,SDSS J095847.30+381413.7_AR,Gauss,920.9
149.5833683,38.4752057,DESI 39633048358094965_A,Gauss,1091.61
155.1076861,41.5618312,SDSS J102025.83+413342.3_ARX,Gauss,288.66
154.6723236,57.2820735,MCG 10-15-059_AR,Gauss,386.11
24.3411107,-18.4340156,RXS J01373-1826_AX,Gauss,1056.57
29.504481,-19.8057336,ESO 544-2_AR,Gauss,905.41
23.3160867,-0.1432614,SDSS J013315.86-000835.7_AX,Gauss,584.72
22.3869484,0.5433443,SDSS J012932.87+003235.8_A,Gauss,1197.97
29.9593475,0.3947245,KUG 0157+001_ARX,Gauss,760.04
28.7140923,0.992492,SDSS J015451.41+005932.7_AX,Gauss,270.66
27.3005632,10.120831,SDSS J014912.13+100714.5_A,Gauss,521.71
26.9420905,20.6147789,SDSS J014746.11+203653.2_A,Gauss,1045.25
23.6075266,30.9218975,DESI 1152921504619432748_AX,Gauss,1514.38
23.2221743,-9.8775295,SDSS J013253.32-095239.4_AX,Gauss,1851.54
24.6424682,-4.9644813,SDSS J013834.19-045752.3_A,Gauss,1292.65
176.4074136,5.3736568,SDSS J114537.77+052225.0_A,Gauss,268.93
181.7017711,10.9368928,SDSS J120648.42+105612.3_A,Gauss,908.92
177.2594596,46.2751543,SDSS J114902.32+461631.0_A,Gauss,1014.8
178.4240523,46.2117673,MCG 8-22-028_ARX,Gauss,316.27
175.4723516,52.7670796,DESI 39633289643822523_A,Gauss,353.88
179.8218029,52.853089,DESI 39633289689958935_A,Gauss,1822.2
185.099543,-8.5119982,LAMOSTJ122023.88-083043.0_AX,Gauss,1343.63
187.8581091,8.0574167,SDSS J123125.90+080327.4_A,Gauss,407.84
187.8287009,8.3878717,SDSS J123118.84+082315.4_A,Gauss,1331.45
183.1522472,19.2732321,SDSS J121236.50+191623.7_AR,Gauss,1510.23
182.1104214,24.9051154,SDSS J120826.52+245419.2_A,Gauss,1918.81
184.4985195,26.3339608,SDSS J121759.65+262001.6_A,Gauss,998.02
183.4634457,35.7825457,SDSS J121351.22+354657.0_A,Gauss,931.43
186.3304763,37.3483276,SDSS J122519.30+372053.6_AR,Gauss,572.0
182.6347436,45.0057498,HS 1208+4517_A,Gauss,825.14
183.923942,53.6133981,DESI 39633300653868411_A,Gauss,958.96
187.6612565,59.3566778,DESI 39633377921338120_AR,Gauss,1175.37
44.0110288,-16.4876048,NPM1G-16.0109_ARX,Gauss,657.48
35.0606799,-7.4830882,2MASX J02201453-0728593_ARX,Gauss,1197.51
35.0597175,-3.7666594,SDSS J022014.34-034559.9_AX,Gauss,165.76
34.3990177,-4.3659395,SDSS J021735.77-042156.4_AX,Gauss,373.68
43.7725341,-4.1591711,PGC 1062042_AX,Gauss,913.45
39.6472029,1.5666356,DESI 39627821630362863_A,Gauss,144.89
39.4520053,27.0719335,DESI 39628414822388310_A,Gauss,910.62
36.0512252,27.836554,3C 67.0_AR2X,Gauss,1285.93
40.0339242,-7.8708886,MS 02376-0805_A,Gauss,55.13
35.7231747,-4.4915038,XLSS J022253.5-042927_AX,Gauss,1689.4
20.1980368,-8.4414802,SDSS J012047.53-082629.4_AX,Gauss,496.16
11.7326114,-0.3884253,PGC 1144576_A,Gauss,79.74
18.5259622,-1.0682046,SDSS J011406.23-010405.9_A,Gauss,1075.51
17.0252372,0.1620501,SDSS J010806.09+000943.6_AX,Gauss,960.7
21.3881728,-0.843978,SDSS J012533.14-005038.6_A,Gauss,309.44
20.5884209,-2.4524128,SDSS J012221.18-022709.0_A,Gauss,805.94
16.2088989,3.3443567,LAMOSTJ010450.12+032039.3_A,Gauss,1611.16
21.4919452,15.3037997,PGC 3095525_AX,Gauss,462.06
18.4628808,23.3158488,SDSS J011351.07+231856.9_A,Gauss,202.53
13.6970293,25.7455738,SDSS J005447.28+254443.9_ARX,Gauss,292.36
16.6797316,34.0410269,SDSS J010643.13+340227.8_AR,Gauss,814.46
20.5597172,33.5302067,SDSS J012214.31+333149.6_AX,Gauss,1789.22
16.2890884,39.4708455,PGC 3095500_AR,Gauss,1304.08
17.7764649,40.755057,LAMOSTJ011106.37+404518.4_AR,Gauss,1004.67
15.9906423,80.6594066,UGC 642_ARX,Gauss,227.73
170.1642702,-5.6713658,MCG -1-29-010_AR,Gauss,193.83
170.0996882,0.6560579,SDSS J112023.82+003921.1_A,Gauss,1366.55
173.3597575,3.448484,SDSS J113326.34+032654.3_AR,Gauss,73.07
171.9302428,9.1684401,SDSS J112743.24+091006.4_AX,Gauss,1539.3
172.553986,11.3997303,SDSS J113012.94+112358.8_AR,Gauss,1163.3
171.4076545,21.3450949,SDSS J112537.84+212042.3_A,Gauss,274.12
172.0327,39.510339,SDSS J112807.85+393037.3_A,Gauss,1442.59
174.6122113,50.9010534,SDSS J113826.91+505403.7_AX,Gauss,180.3
174.3051109,63.1862893,SDSS J113713.24+631110.6_AR,Gauss,55.12
339.9129903,-3.3896815,SDSS J223939.10-032322.6_A,Gauss,925.87
338.4760178,-1.1331807,SDSS J223354.25-010759.7_A,Gauss,1011.16
342.704338,0.0730068,SDSS J225049.05+000422.5_A,Gauss,508.58
333.0267117,1.7684483,VIPERS 404204860_A,Gauss,71.07
344.2533199,23.0225955,SDSS J225700.79+230121.4_A,Gauss,592.53
347.3174503,27.5663604,SDSS J230916.16+273359.0_AR,Gauss,1697.61
312.6345121,-7.0252962,2MASX J20503229-0701316_A,Gauss,587.45
331.4558117,-9.623709,SDSS J220549.45-093725.5_A,Gauss,552.67
294.2239356,-4.0459519,CGRaBS J1936-0402_AR,Gauss,82.17
311.3107814,-5.4842591,MCG -1-53-004_ARX,Gauss,1761.52
326.7123554,0.5428455,SDSS J214650.95+003234.0_A,Gauss,1672.88
331.2929149,-1.9223674,PB 5062_ARX,Gauss,1222.82
274.6668852,9.0629114,MG1 J181841+0903_AR,Gauss,850.62
329.0761755,30.6751442,SDSS J215618.28+304030.8_AR,Gauss,831.74
279.7215208,64.5398822,RX J18388+6432_AR,Gauss,128.05
277.5956949,73.2197971,PGC 61965_ARX,Gauss,105.61
318.5048883,82.0800974,PGC 2786167_AR2X,Gauss,426.98
166.4647311,0.3285447,2SLAQ J110551.53+001942.6_A,Gauss,358.48
165.0727249,2.4493638,SDSS J110017.45+022657.7_A,Gauss,1586.01
169.0415465,8.4895066,1WGA J1116.1+0828_AR,Gauss,738.02
164.5957352,15.5927975,SDSS J105822.94+153534.1_A,Gauss,1846.47
164.3778093,18.3640451,SDSS J105730.67+182150.4_ARX,Gauss,1051.34
168.838972,30.3167529,SDSS J111521.38+301859.6_A,Gauss,148.78
165.8043458,37.4072245,SDSS J110313.02+372425.8_ARX,Gauss,979.16
162.9535327,58.0957342,SDSS J105149.08+580541.1_AR,Gauss,632.55
166.4051334,63.3132734,SDSS J110537.23+631847.7_ARX,Gauss,851.08
200.5751927,-21.0281383,PGC 3096250_ARX,Gauss,1694.34
198.617046,5.7187875,SDSS J131428.09+054307.2_A,Gauss,849.65
198.380318,12.5790914,SDSS J131331.27+123444.5_AX,Gauss,916.62
200.9954578,21.6600322,SDSS J132358.92+213936.0_A,Gauss,963.77
196.2269878,23.9768244,DESI 39628351647778866_A,Gauss,212.5
199.0490689,31.0834601,SDSS J131611.76+310500.2_ARX,Gauss,755.45
196.1788926,42.1130892,SDSS J130442.91+420647.2_A,Gauss,1261.65
200.8027937,62.8160498,SDSS J132312.66+624857.7_AR,Gauss,97.1
239.0023531,4.2976154,SDSS J155600.57+041751.0_A,Gauss,641.63
236.6907412,12.2878161,SDSS J154645.79+121715.9_AX,Gauss,651.76
235.9145903,31.7921358,SDSS J154339.50+314731.4_AR,Gauss,1003.78
241.2137527,33.8460385,PGC 2039844_AR,Gauss,1092.68
239.1516867,41.8807486,UGC 10099_AR,Gauss,879.31
227.8903879,5.7631888,PGC 1288713_AX,Gauss,70.22
231.8155435,1.6393709,SDSS J152715.73+013821.6_A,Gauss,1661.77
232.12245,3.5077291,SDSS J152829.40+033027.7_A,Gauss,851.17
226.9177886,26.2674988,SDSS J150740.27+261602.9_A,Gauss,464.44
231.0998862,29.5224191,SDSS J152423.92+293120.9_AR,Gauss,926.35
230.1800916,30.6896719,PGC 54751_ARX,Gauss,1111.39
227.894048,32.7906763,PGC 2012470_ARX,Gauss,1280.1
227.9444218,32.0296177,PGC 1976718_AR,Gauss,86.1
232.4258296,35.1476443,87GB 15277+3519_AR,Gauss,981.84
232.3072103,37.0336327,SDSS J152913.73+370200.6_AR,Gauss,473.96
231.8822041,38.71881,FBQS J15275+3843_AR,Gauss,773.52
353.3225959,-0.3843282,SDSS J233317.38-002303.5_AX,Gauss,616.79
350.4248867,9.9652258,SDSS J232141.92+095753.4_AR,Gauss,912.97
352.1725091,22.8133312,HS 2326+2232_ARX,Gauss,1379.44
355.3471385,26.334628,SDSS J234123.29+262004.8_A,Gauss,734.45
193.7347155,-26.9505412,PGC 83641_ARX,Gauss,64.92
189.7339296,-1.0589914,QNY4:45_A,Gauss,1010.56
190.8493178,5.2462567,SDSS J124323.82+051446.3_ARX,Gauss,696.0
192.9567811,6.7167949,SDSS J125149.63+064300.3_A,Gauss,156.45
190.5433867,11.8732141,SDSS J124210.41+115223.8_AX,Gauss,1782.84
193.1427928,18.3889217,SDSS J125234.30+182319.8_A,Gauss,674.92
191.2450939,17.5498995,LBQS 1242+1749_AX,Gauss,705.38
192.9281649,22.4569983,SDSS J125142.76+222725.1_A,Gauss,564.82
191.856768,25.3882287,SDSS J124725.62+252317.2_A,Gauss,521.92
194.3112266,25.0542736,DESI 39628373638517059_A,Gauss,588.62
194.6319695,27.0166087,SDSS J125831.70+270059.6_AX,Gauss,1917.57
192.270905,35.5982301,SDSS J124905.01+353553.3_A,Gauss,1546.95
194.6858776,45.1516645,SDSS J125844.59+450906.1_AR,Gauss,1900.36
131.7952578,2.9948792,SDSS J084710.85+025941.4_A,Gauss,1216.87
132.9054175,4.8657728,SDSS J085137.30+045156.6_A,Gauss,456.69
134.4448243,14.3203577,LAMOSTJ085746.80+141913.3_A,Gauss,1083.07
135.1751522,24.8381285,SDSS J090042.02+245016.8_A,Gauss,1386.51
133.6738987,30.9651893,2MFGC 06982_ARX,Gauss,1372.18
135.9067175,46.0108536,SDSS J090337.60+460038.8_A,Gauss,333.13
134.27191,62.179764,PGC 2632054_AR2,Gauss,1164.31
135.5520164,59.4043332,SDSS J090212.42+592415.8_AR,Gauss,1674.06
132.9350221,17.837835,SDSS J085144.40+175016.2_A,Gauss,1535.13
131.6467429,46.8442552,PGC 2288101_AR,Gauss,639.91
244.3193869,25.5324349,PGC 1740015_A,Gauss,845.96
244.7051652,44.4214885,SDSS J161849.24+442517.2_AR,Gauss,538.06
241.6310858,48.2865008,SDSS J160631.42+481711.8_A,Gauss,1427.69
244.9047634,52.1987768,SDSS J161937.03+521156.2_AR,Gauss,1706.03
